From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is_Laundering
11046,8019111F0,27967,81086D280,1052.73,US Dollar,1052.73,US Dollar,Credit Card,0
70,10042B660,238824,81089A130,215592.93,US Dollar,215592.93,US Dollar,Cheque,0
28932,805BA2A10,127980,810A0ADD0,2665.06,US Dollar,2665.06,US Dollar,Cheque,0
28932,805BA2A10,127980,810A0ADD0,64.27,US Dollar,64.27,US Dollar,Wire,0
122967,80A32E030,19325,810A0CEC0,145094.66,US Dollar,145094.66,US Dollar,Cheque,0
231651,80DBCF830,31373,810B4DFC0,10179.56,US Dollar,10179.56,US Dollar,Cheque,0
231651,80DBCF830,31373,810B4DFC0,2118.4,US Dollar,2118.4,US Dollar,Cash,0
19325,807F538C0,39701,810B9D340,1069.26,US Dollar,1069.26,US Dollar,Cheque,0
19325,807F538C0,39701,810B9D340,731.03,US Dollar,731.03,US Dollar,Credit Card,0
70,10042B660,22481,810BA3EF0,4660.36,US Dollar,4660.36,US Dollar,Cash,0
224,80CAE5B40,28102,810C64760,58.57,US Dollar,58.57,US Dollar,Cheque,0
224,80CAE5B40,28102,810C64760,120.83,US Dollar,120.83,US Dollar,Cash,0
224,80CAE5B40,28102,810C64760,197.37,US Dollar,197.37,US Dollar,ACH,0
118681,8082536A0,27967,810CA35B0,115.57,US Dollar,115.57,US Dollar,Cheque,0
118681,8082536A0,27967,810CA35B0,1237.33,US Dollar,1237.33,US Dollar,Credit Card,0
12063,800F401E0,220729,810F95290,241.06,US Dollar,241.06,US Dollar,Cheque,0
12063,800F401E0,220729,810F95290,242.17,US Dollar,242.17,US Dollar,Credit Card,0
115943,80F4585B0,214867,81100C2E0,85.97,US Dollar,85.97,US Dollar,Cheque,0
115943,80F4585B0,214867,81100C2E0,107.67,US Dollar,107.67,US Dollar,Credit Card,0
28932,803EEC7E0,243575,81102E6B0,3362.23,US Dollar,3362.23,US Dollar,Cheque,0
28932,803EEC7E0,243575,81102E6B0,3595.93,US Dollar,3595.93,US Dollar,Credit Card,0
16263,8108B9B00,15680,8110CBC80,12170.3,US Dollar,12170.3,US Dollar,Cheque,0
16263,8108B9B00,15680,8110CBC80,557.92,US Dollar,557.92,US Dollar,Credit Card,0
31635,80D8E8960,28195,81119C400,8083.97,US Dollar,8083.97,US Dollar,Cash,0
31635,80D8E8960,28195,81119C400,13580.46,US Dollar,13580.46,US Dollar,ACH,0
21393,801E80790,131787,811343FA0,164.09,US Dollar,164.09,US Dollar,Cheque,0
21393,801E80790,131787,811343FA0,195.69,US Dollar,195.69,US Dollar,Credit Card,0
21393,801E80790,131787,811343FA0,8.14,US Dollar,8.14,US Dollar,Cash,0
70,10042B660,3440,8114028B0,473.52,US Dollar,473.52,US Dollar,Cheque,0
70,10042B660,3440,8114028B0,277.67,US Dollar,277.67,US Dollar,Credit Card,0
112568,807228B20,226290,80BB62CD0,590.52,US Dollar,590.52,US Dollar,Cheque,0
112568,807228B20,226290,80BB62CD0,4033.43,US Dollar,4033.43,US Dollar,Credit Card,0
110821,80B118730,1110,81143E590,5998.17,US Dollar,5998.17,US Dollar,Cheque,0
110821,80B118730,1110,81143E590,9914.63,US Dollar,9914.63,US Dollar,Credit Card,0
110821,80B118730,1110,81143E590,5596.9,US Dollar,5596.9,US Dollar,Cash,0
11337,8107696D0,31286,81151E9E0,1090.44,US Dollar,1090.44,US Dollar,Cheque,0
11337,8107696D0,31286,81151E9E0,114.89,US Dollar,114.89,US Dollar,ACH,0
119973,80D360BB0,17803,81157F7F0,40951.11,US Dollar,40951.11,US Dollar,Cheque,0
119973,80D360BB0,17803,81157F7F0,7046.16,US Dollar,7046.16,US Dollar,Credit Card,0
119973,80D360BB0,17803,81157F7F0,27391.49,US Dollar,27391.49,US Dollar,Cash,0
119973,80D360BB0,17803,81157F7F0,5979.31,US Dollar,5979.31,US Dollar,ACH,0
124049,80CE61B80,229026,811580B60,8.29,US Dollar,8.29,US Dollar,Cheque,0
124049,80CE61B80,229026,811580B60,95.8,US Dollar,95.8,US Dollar,Credit Card,0
14162,80595C370,35798,811710940,2410.44,US Dollar,2410.44,US Dollar,Cheque,0
14162,80595C370,35798,811710940,3813.68,US Dollar,3813.68,US Dollar,Credit Card,0
229026,80DCE63A0,28865,811828CE0,354.56,US Dollar,354.56,US Dollar,Cheque,0
225759,80A205ED0,239440,811866FF0,1071.78,US Dollar,1071.78,US Dollar,Cheque,0
225759,80A205ED0,239440,811866FF0,516.35,US Dollar,516.35,US Dollar,Cash,0
12702,80F0080E0,24633,81186FF40,678.12,US Dollar,678.12,US Dollar,Cheque,0
12702,80F0080E0,24633,81186FF40,186.86,US Dollar,186.86,US Dollar,Credit Card,0
12702,80F0080E0,24633,81186FF40,27.72,US Dollar,27.72,US Dollar,ACH,0
12702,80F0080E0,24633,81186FF40,79.86,US Dollar,79.86,US Dollar,Wire,0
531,800662B10,23760,8118FC400,152.43,US Dollar,152.43,US Dollar,Cheque,0
531,800662B10,23760,8118FC400,102.28,US Dollar,102.28,US Dollar,Credit Card,0
224,800C75DE0,30515,8119F9630,366.38,US Dollar,366.38,US Dollar,Cheque,0
224,800C75DE0,30515,8119F9630,654.27,US Dollar,654.27,US Dollar,Credit Card,0
30515,80F5356C0,27915,811B4D790,124.91,US Dollar,124.91,US Dollar,Cheque,0
30515,80F5356C0,27915,811B4D790,217.76,US Dollar,217.76,US Dollar,Credit Card,0
114721,807CEB090,215191,811C6D1D0,153.31,US Dollar,153.31,US Dollar,Cheque,0
114721,807CEB090,215191,811C6D1D0,344.36,US Dollar,344.36,US Dollar,ACH,0
11047,811C89140,22129,811C890F0,74.91,US Dollar,74.91,US Dollar,ACH,0
3533,8015368E0,1217,811CA2FE0,1614.11,US Dollar,1614.11,US Dollar,Cheque,0
3533,8015368E0,1217,811CA2FE0,12487.77,US Dollar,12487.77,US Dollar,Credit Card,0
70,10042B660,21828,811CD5650,210.91,US Dollar,210.91,US Dollar,Cheque,0
70,10042B660,21828,811CD5650,25.36,US Dollar,25.36,US Dollar,Credit Card,0
118699,80C297B70,27234,811F50C80,2496.46,US Dollar,2496.46,US Dollar,Cheque,0
118699,80C297B70,27234,811F50C80,2850.55,US Dollar,2850.55,US Dollar,Credit Card,0
394,8004F2390,238477,81024F560,551.63,US Dollar,551.63,US Dollar,Cheque,0
394,8004F2390,238477,81024F560,1331.78,US Dollar,1331.78,US Dollar,Cash,0
215766,8063BE690,136360,812055C50,768.65,US Dollar,768.65,US Dollar,Cheque,0
215766,8063BE690,136360,812055C50,597.58,US Dollar,597.58,US Dollar,Credit Card,0
4894,8047A30B0,17831,812097040,350.51,US Dollar,350.51,US Dollar,Cheque,0
4894,8047A30B0,17831,812097040,1059.11,US Dollar,1059.11,US Dollar,Credit Card,0
1394,800FF3C30,5617,81212FD20,387.33,US Dollar,387.33,US Dollar,Credit Card,0
1394,800FF3C30,5617,81212FD20,1094.98,US Dollar,1094.98,US Dollar,Cash,0
16262,806E2D300,36176,81219E750,664.33,US Dollar,664.33,US Dollar,Cheque,0
16262,806E2D300,36176,81219E750,489.37,US Dollar,489.37,US Dollar,Credit Card,0
3500,8058DFC10,3500,8121B1460,25.91,US Dollar,25.91,US Dollar,Cheque,0
3500,8058DFC10,3500,8121B1460,207.92,US Dollar,207.92,US Dollar,Credit Card,0
11,80F442710,215456,81220D1E0,232.86,US Dollar,232.86,US Dollar,Cheque,0
11,80F442710,215456,81220D1E0,191.64,US Dollar,191.64,US Dollar,Credit Card,0
115943,80BC75BC0,37690,812218E20,10008.39,US Dollar,10008.39,US Dollar,Cheque,0
115943,80BC75BC0,37690,812218E20,69.66,US Dollar,69.66,US Dollar,Credit Card,0
70,10042B660,1217,8123EE1A0,258.77,US Dollar,258.77,US Dollar,Cheque,0
70,10042B660,1217,8123EE1A0,78.18,US Dollar,78.18,US Dollar,Credit Card,0
11,8011A1350,25017,8125076C0,100731.98,US Dollar,100731.98,US Dollar,Cheque,0
11,8011A1350,25017,8125076C0,2610.46,US Dollar,2610.46,US Dollar,Credit Card,0
13474,8047ED1F0,112568,81252FA00,193.43,US Dollar,193.43,US Dollar,Cheque,0
13474,8047ED1F0,112568,81252FA00,434.81,US Dollar,434.81,US Dollar,Credit Card,0
13474,8047ED1F0,112568,81252FA00,530.13,US Dollar,530.13,US Dollar,ACH,0
70,10042B660,243575,812540460,22715.91,US Dollar,22715.91,US Dollar,Cheque,0
70,10042B660,243575,812540460,1761.32,US Dollar,1761.32,US Dollar,Credit Card,0
222470,808DFD5B0,220729,81256E210,856.09,US Dollar,856.09,US Dollar,Cheque,0
222470,808DFD5B0,220729,81256E210,236.9,US Dollar,236.9,US Dollar,Credit Card,0
231651,80DBCF830,128110,81284E600,2682.55,US Dollar,2682.55,US Dollar,Cheque,0
70,10042B660,222559,812912CC0,2467.49,US Dollar,2467.49,US Dollar,Cheque,0
2545,80D8746E0,144308,812BFD1E0,6755.57,US Dollar,6755.57,US Dollar,Cheque,0
2545,80D8746E0,144308,812BFD1E0,2121.29,US Dollar,2121.29,US Dollar,Credit Card,0
2545,80D8746E0,144308,812BFD1E0,11020.99,US Dollar,11020.99,US Dollar,Cash,0
394,8019A4BD0,22432,812C31E30,229.6,US Dollar,229.6,US Dollar,Cheque,0
394,8019A4BD0,22432,812C31E30,15.34,US Dollar,15.34,US Dollar,Credit Card,0
70,10042B660,12063,812C4B760,440018.45,US Dollar,440018.45,US Dollar,Cheque,0
70,10042B660,12063,812C4B760,11956.22,US Dollar,11956.22,US Dollar,Credit Card,0
70,10042B660,12063,812C4B760,779944.5,US Dollar,779944.5,US Dollar,Cash,0
22481,80206DDA0,31188,812C4D380,234.59,US Dollar,234.59,US Dollar,Cheque,0
22481,80206DDA0,31188,812C4D380,72.64,US Dollar,72.64,US Dollar,Credit Card,0
18247,80A149F20,240728,812D46520,323.61,US Dollar,323.61,US Dollar,Cheque,0
1291,8001D4310,126588,812E53CE0,134.19,US Dollar,134.19,US Dollar,Cheque,0
1291,8001D4310,126588,812E53CE0,110.05,US Dollar,110.05,US Dollar,Cash,0
137074,80EAF9320,45803,812F1C5E0,4366.56,US Dollar,4366.56,US Dollar,Cheque,0
137074,80EAF9320,45803,812F1C5E0,103.41,US Dollar,103.41,US Dollar,Credit Card,0
70,10042B660,14595,81306ACB0,673.97,US Dollar,673.97,US Dollar,Cheque,0
117916,80BA819B0,25443,813121920,9441.43,US Dollar,9441.43,US Dollar,Cheque,0
116342,809A34830,215514,813166B30,348.99,US Dollar,348.99,US Dollar,Cheque,0
116342,809A34830,215514,813166B30,46.14,US Dollar,46.14,US Dollar,Credit Card,0
116342,809A34830,215514,813166B30,3.67,US Dollar,3.67,US Dollar,ACH,0
126688,80B993C60,115966,8131815C0,20885.0,US Dollar,20885.0,US Dollar,Cheque,0
126688,80B993C60,115966,8131815C0,4962.18,US Dollar,4962.18,US Dollar,Credit Card,0
47060,812218220,36830,8131CF9F0,67.41,US Dollar,67.41,US Dollar,Cheque,0
47060,812218220,36830,8131CF9F0,383.16,US Dollar,383.16,US Dollar,Credit Card,0
11337,80B0A6C70,31653,813219940,32208.23,US Dollar,32208.23,US Dollar,Cheque,0
11337,80B0A6C70,31653,813219940,25835.1,US Dollar,25835.1,US Dollar,Credit Card,0
11337,80B0A6C70,31653,813219940,10838.05,US Dollar,10838.05,US Dollar,ACH,0
11337,80B0A6C70,31653,813219940,2822.19,US Dollar,2822.19,US Dollar,Wire,0
15680,80A47C170,238579,813225CF0,706.15,US Dollar,706.15,US Dollar,Cheque,0
15680,80A47C170,238579,813225CF0,850.58,US Dollar,850.58,US Dollar,Credit Card,0
1638,8019250C0,5855,813253540,5929.57,US Dollar,5929.57,US Dollar,Cheque,0
1638,8019250C0,5855,813253540,2593.73,US Dollar,2593.73,US Dollar,Credit Card,0
234992,8125995C0,220822,813367410,6056.12,US Dollar,6056.12,US Dollar,Cheque,0
234992,8125995C0,220822,813367410,696.38,US Dollar,696.38,US Dollar,Credit Card,0
213123,809E13370,247593,8134719B0,3756.43,US Dollar,3756.43,US Dollar,Cheque,0
213123,809E13370,247593,8134719B0,1199.0,US Dollar,1199.0,US Dollar,Cash,0
1638,802712260,116473,8134ABC90,2263.75,US Dollar,2263.75,US Dollar,Cheque,0
1638,802712260,116473,8134ABC90,2726.86,US Dollar,2726.86,US Dollar,Credit Card,0
24950,808168590,236897,810CD6CE0,3886.94,US Dollar,3886.94,US Dollar,Cheque,0
24950,808168590,236897,810CD6CE0,1240.55,US Dollar,1240.55,US Dollar,Credit Card,0
2692,801211310,11661,813641430,7401.53,US Dollar,7401.53,US Dollar,Cheque,0
2692,801211310,11661,813641430,3110.97,US Dollar,3110.97,US Dollar,Wire,0
13125,8016AC3F0,243166,8136DD8B0,38.01,US Dollar,38.01,US Dollar,Cheque,0
13125,8016AC3F0,243166,8136DD8B0,167.2,US Dollar,167.2,US Dollar,Cash,0
115114,80A7C2500,210472,813796BB0,33507.14,US Dollar,33507.14,US Dollar,Cheque,0
115114,80A7C2500,210472,813796BB0,29649.37,US Dollar,29649.37,US Dollar,Credit Card,0
115114,80A7C2500,210472,813796BB0,8728.76,US Dollar,8728.76,US Dollar,Cash,0
115114,80A7C2500,210472,813796BB0,13497.03,US Dollar,13497.03,US Dollar,ACH,0
126631,80E316720,24950,81379AE80,5718.96,US Dollar,5718.96,US Dollar,Cheque,0
126631,80E316720,24950,81379AE80,16737.7,US Dollar,16737.7,US Dollar,Credit Card,0
1638,80EE3D3F0,49873,81384DBF0,153.89,US Dollar,153.89,US Dollar,Cheque,0
1638,80EE3D3F0,49873,81384DBF0,48.73,US Dollar,48.73,US Dollar,Credit Card,0
13821,805902B80,238579,8138537A0,2587.83,US Dollar,2587.83,US Dollar,Cheque,0
13821,805902B80,238579,8138537A0,261.63,US Dollar,261.63,US Dollar,Wire,0
70,10042B660,229619,81388B7C0,477.49,US Dollar,477.49,US Dollar,Cheque,0
70,10042B660,229619,81388B7C0,373.8,US Dollar,373.8,US Dollar,Cash,0
15640,80633B920,22106,8138A78C0,254.24,US Dollar,254.24,US Dollar,Cheque,0
70,10042B660,119593,813A52800,12763.13,US Dollar,12763.13,US Dollar,Cheque,0
70,10042B660,119593,813A52800,18448.76,US Dollar,18448.76,US Dollar,Credit Card,0
70,10042B660,119593,813A52800,17644.29,US Dollar,17644.29,US Dollar,Cash,0
13821,803750A50,28958,813B00410,206.56,US Dollar,206.56,US Dollar,Cheque,0
13821,803750A50,28958,813B00410,16.6,US Dollar,16.6,US Dollar,Credit Card,0
238219,80E929B60,46650,813EB4EB0,1493.97,US Dollar,1493.97,US Dollar,Cheque,0
238219,80E929B60,46650,813EB4EB0,1794.26,US Dollar,1794.26,US Dollar,Credit Card,0
22364,800E0F330,49873,81384DBA0,283.07,US Dollar,283.07,US Dollar,Cheque,0
22364,800E0F330,49873,81384DBA0,450.82,US Dollar,450.82,US Dollar,Credit Card,0
22364,800E0F330,49873,81384DBA0,503.79,US Dollar,503.79,US Dollar,Cash,0
22364,800E0F330,49873,81384DBA0,4.18,US Dollar,4.18,US Dollar,Wire,0
18326,812981DF0,216492,813EF79E0,40.72,US Dollar,40.72,US Dollar,Cheque,0
18326,812981DF0,216492,813EF79E0,197.37,US Dollar,197.37,US Dollar,Credit Card,0
22661,8024EE850,252222,813F7E480,18033.28,US Dollar,18033.28,US Dollar,Cheque,0
6314,8061145A0,12,81404FC50,888.3,US Dollar,888.3,US Dollar,Cheque,0
1639,80EB62730,119927,8140DEDC0,354.7,US Dollar,354.7,US Dollar,Cheque,0
1639,80EB62730,119927,8140DEDC0,462.03,US Dollar,462.03,US Dollar,Credit Card,0
129927,8116BBA40,2860,8141E9FC0,268.0,US Dollar,268.0,US Dollar,Cheque,0
129927,8116BBA40,2860,8141E9FC0,101.62,US Dollar,101.62,US Dollar,Credit Card,0
129927,8116BBA40,2860,8141E9FC0,164.93,US Dollar,164.93,US Dollar,ACH,0
129927,8116BBA40,2860,8141E9FC0,8.41,US Dollar,8.41,US Dollar,Wire,0
21828,80CC4A0A0,16584,81422DF40,9239.06,US Dollar,9239.06,US Dollar,Cheque,0
21828,80CC4A0A0,16584,81422DF40,1373.67,US Dollar,1373.67,US Dollar,Credit Card,0
21828,80CC4A0A0,16584,81422DF40,725.52,US Dollar,725.52,US Dollar,Cash,0
21828,80CC4A0A0,16584,81422DF40,65.75,US Dollar,65.75,US Dollar,ACH,0
1291,800CAFE10,14162,8142AA270,90.48,US Dollar,90.48,US Dollar,Cheque,0
1291,800CAFE10,14162,8142AA270,86.19,US Dollar,86.19,US Dollar,Credit Card,0
1291,800CAFE10,14162,8142AA270,40.96,US Dollar,40.96,US Dollar,Cash,0
1291,800CAFE10,14162,8142AA270,27.25,US Dollar,27.25,US Dollar,ACH,0
1291,800CAFE10,14162,8142AA270,17.17,US Dollar,17.17,US Dollar,Wire,0
2368,800FE4280,18326,81432C9B0,2752.78,US Dollar,2752.78,US Dollar,Cheque,0
21063,809A87990,21063,814346C10,1511827.27,US Dollar,1511827.27,US Dollar,Cheque,0
21063,809A87990,21063,814346C10,22523.53,US Dollar,22523.53,US Dollar,Credit Card,0
21063,809A87990,21063,814346C10,414556.7,US Dollar,414556.7,US Dollar,Cash,0
21063,809A87990,21063,814346C10,726298.04,US Dollar,726298.04,US Dollar,ACH,0
70,10042B660,28958,814352A70,117.41,US Dollar,117.41,US Dollar,Cheque,0
70,10042B660,28958,814352A70,110.09,US Dollar,110.09,US Dollar,Credit Card,0
394,801231240,243166,814360FE0,88497.93,US Dollar,88497.93,US Dollar,Cheque,0
394,801231240,243166,814360FE0,19501.85,US Dollar,19501.85,US Dollar,Credit Card,0
394,801231240,243166,814360FE0,41961.58,US Dollar,41961.58,US Dollar,ACH,0
122459,80AF9DB40,22129,814631460,1065.48,US Dollar,1065.48,US Dollar,Cheque,0
122459,80AF9DB40,22129,814631460,191.89,US Dollar,191.89,US Dollar,Credit Card,0
8814,80A469F00,3597,814687950,195.96,US Dollar,195.96,US Dollar,Cheque,0
8814,80A469F00,3597,814687950,660.24,US Dollar,660.24,US Dollar,Credit Card,0
12966,8014D3530,213123,814786BA0,96827.19,US Dollar,96827.19,US Dollar,Cheque,0
12966,8014D3530,213123,814786BA0,16492.07,US Dollar,16492.07,US Dollar,Credit Card,0
12966,8014D3530,213123,814786BA0,1036923.82,US Dollar,1036923.82,US Dollar,Cash,0
13703,8060B27D0,213123,8147B3600,82938.39,US Dollar,82938.39,US Dollar,Cheque,0
13703,8060B27D0,213123,8147B3600,8362.68,US Dollar,8362.68,US Dollar,Credit Card,0
13703,8060B27D0,213123,8147B3600,21195.8,US Dollar,21195.8,US Dollar,ACH,0
70,10042B660,27915,8148D62D0,152.55,US Dollar,152.55,US Dollar,Cheque,0
70,10042B660,27915,8148D62D0,279.44,US Dollar,279.44,US Dollar,Credit Card,0
22435,801679710,242676,8149FD270,1195.2,US Dollar,1195.2,US Dollar,Cheque,0
22435,801679710,242676,8149FD270,546.27,US Dollar,546.27,US Dollar,Credit Card,0
233465,814A02750,33219,814A02890,2788.77,US Dollar,2788.77,US Dollar,ACH,1
113002,80EE45CE0,34117,814A8D260,200.07,US Dollar,200.07,US Dollar,Cheque,0
1110,80B801CD0,19561,814A97510,3491.83,US Dollar,3491.83,US Dollar,Cheque,0
116648,808D96540,219054,814AB9420,1745.04,US Dollar,1745.04,US Dollar,Cheque,0
18324,809509B80,212730,814B92FA0,1871.23,US Dollar,1871.23,US Dollar,Cheque,0
18324,809509B80,212730,814B92FA0,1812.24,US Dollar,1812.24,US Dollar,Credit Card,0
26894,80C2F4810,21063,814C7EC50,2981.25,US Dollar,2981.25,US Dollar,Cheque,0
26894,80C2F4810,21063,814C7EC50,826.49,US Dollar,826.49,US Dollar,Credit Card,0
26894,80C2F4810,21063,814C7EC50,555.54,US Dollar,555.54,US Dollar,Wire,0
0,8003BE380,0,8003BE380,11925.51,US Dollar,10177.23,Euro,ACH,0
0,8003BE380,16679,814D62640,11925.51,US Dollar,11925.51,US Dollar,Cheque,0
0,8003BE380,0,8003BE380,7131.01,US Dollar,6085.61,Euro,ACH,0
0,8003BE380,16679,814D62640,7131.01,US Dollar,7131.01,US Dollar,Credit Card,0
11305,80A491350,22364,814D66FF0,2638.42,US Dollar,2638.42,US Dollar,Cheque,0
11305,80A491350,22364,814D66FF0,2491.13,US Dollar,2491.13,US Dollar,Credit Card,0
33219,80D2253A0,213123,814D7C5B0,4445.8,US Dollar,4445.8,US Dollar,Cheque,0
33219,80D2253A0,213123,814D7C5B0,9815.74,US Dollar,9815.74,US Dollar,Credit Card,0
33219,80D2253A0,213123,814D7C5B0,5042.8,US Dollar,5042.8,US Dollar,ACH,0
213123,80823E690,6809,814FD6390,5606229.14,US Dollar,5606229.14,US Dollar,Cheque,0
213123,80823E690,6809,814FD6390,7855292.36,US Dollar,7855292.36,US Dollar,Wire,0
240057,813676690,34978,815014F40,63.25,US Dollar,63.25,US Dollar,Cheque,0
240057,813676690,34978,815014F40,657.45,US Dollar,657.45,US Dollar,Credit Card,0
11047,804D1F200,47060,815086630,648.82,US Dollar,648.82,US Dollar,Cheque,0
11047,804D1F200,47060,815086630,250.27,US Dollar,250.27,US Dollar,Credit Card,0
11701,806044980,15680,8150EBB70,1343.47,US Dollar,1343.47,US Dollar,Cheque,0
11701,806044980,15680,8150EBB70,508.9,US Dollar,508.9,US Dollar,Credit Card,0
18081,803821A50,219782,815136F60,446.45,US Dollar,446.45,US Dollar,Cheque,0
53009,8136B6A00,24778,81514B6C0,205.45,US Dollar,205.45,US Dollar,Cheque,0
53009,8136B6A00,24778,81514B6C0,131.3,US Dollar,131.3,US Dollar,Credit Card,0
18890,81188C730,212996,8151A7D80,454.98,US Dollar,454.98,US Dollar,Cheque,0
18890,81188C730,212996,8151A7D80,113.83,US Dollar,113.83,US Dollar,Credit Card,0
18890,81188C730,212996,8151A7D80,68.84,US Dollar,68.84,US Dollar,ACH,0
70,10042B660,13354,815202EA0,114.28,US Dollar,114.28,US Dollar,Cheque,0
70,10042B660,13354,815202EA0,40.31,US Dollar,40.31,US Dollar,Credit Card,0
1,80787B050,137029,81521E180,27310.66,US Dollar,27310.66,US Dollar,Cheque,0
1,80787B050,137029,81521E180,6637.4,US Dollar,6637.4,US Dollar,Credit Card,0
1,80787B050,137029,81521E180,7793.47,US Dollar,7793.47,US Dollar,Cash,0
1,80787B050,137029,81521E180,1512.35,US Dollar,1512.35,US Dollar,ACH,0
1,80787B050,137029,81521E180,1665.32,US Dollar,1665.32,US Dollar,Wire,0
8318,80AF90DD0,152972,81527FC60,2768.86,US Dollar,2768.86,US Dollar,Cheque,0
8318,80AF90DD0,152972,81527FC60,750.45,US Dollar,750.45,US Dollar,Credit Card,0
115114,80C7E4EB0,241912,815296DC0,23.99,US Dollar,23.99,US Dollar,Cheque,0
115114,80C7E4EB0,241912,815296DC0,70.65,US Dollar,70.65,US Dollar,Credit Card,0
70,10042B660,25242,8152F64B0,4547.15,US Dollar,4547.15,US Dollar,Cheque,0
20,8002C6DE0,126883,8153968F0,260.4,US Dollar,260.4,US Dollar,Cheque,0
18671,80F446660,253043,815510520,317.37,US Dollar,317.37,US Dollar,Cheque,0
18671,80F446660,253043,815510520,2673.32,US Dollar,2673.32,US Dollar,Credit Card,0
18671,80F446660,253043,815510520,111.66,US Dollar,111.66,US Dollar,ACH,0
18671,80F446660,253043,815510520,17.99,US Dollar,17.99,US Dollar,Wire,0
22124,8062C45B0,24778,815525570,306.37,US Dollar,306.37,US Dollar,Cheque,0
22124,8062C45B0,24778,815525570,536.52,US Dollar,536.52,US Dollar,Credit Card,0
22124,8062C45B0,24778,815525570,41.97,US Dollar,41.97,US Dollar,ACH,0
22124,8062C45B0,24778,815525570,145.4,US Dollar,145.4,US Dollar,Wire,0
211374,807E631B0,47529,815598130,885.0,US Dollar,885.0,US Dollar,Cheque,0
211374,807E631B0,47529,815598130,2516.31,US Dollar,2516.31,US Dollar,Cash,0
211374,807E631B0,47529,815598130,1724.78,US Dollar,1724.78,US Dollar,ACH,0
21438,80A564FC0,223113,8155E3A40,2390.92,US Dollar,2390.92,US Dollar,Cheque,0
21438,80A564FC0,223113,8155E3A40,75.21,US Dollar,75.21,US Dollar,ACH,0
145591,813966860,47529,81561D240,13687.91,US Dollar,13687.91,US Dollar,Cheque,0
70,10042B660,37690,815644020,70.53,US Dollar,70.53,US Dollar,Cheque,0
70,10042B660,37690,815644020,135.9,US Dollar,135.9,US Dollar,Cash,0
18084,803C26AD0,143280,815648CA0,3446.6,US Dollar,3446.6,US Dollar,Cheque,0
18084,803C26AD0,143280,815648CA0,4875.71,US Dollar,4875.71,US Dollar,ACH,0
70,10042B660,239440,815654C10,345.29,US Dollar,345.29,US Dollar,Cheque,0
70,10042B660,239440,815654C10,88.26,US Dollar,88.26,US Dollar,Credit Card,0
11,8030EC900,220188,8156A4C40,1693.04,US Dollar,1693.04,US Dollar,Cheque,0
11,8030EC900,220188,8156A4C40,3570.13,US Dollar,3570.13,US Dollar,Credit Card,0
5621,809C51CA0,137946,8158003A0,135.67,US Dollar,135.67,US Dollar,Cheque,0
5621,809C51CA0,137946,8158003A0,53.98,US Dollar,53.98,US Dollar,Credit Card,0
1394,800651EA0,257989,81583F760,1952.26,US Dollar,1952.26,US Dollar,Cheque,0
18747,8060D0CC0,138578,81584F6D0,8048.26,US Dollar,8048.26,US Dollar,Cheque,0
18747,8060D0CC0,138578,81584F6D0,1250.77,US Dollar,1250.77,US Dollar,Credit Card,0
217862,8125A9690,21063,81598AA70,227.67,US Dollar,227.67,US Dollar,Cheque,0
217862,8125A9690,21063,81598AA70,123.34,US Dollar,123.34,US Dollar,Wire,0
4187,802ADEB70,133539,8159D2C30,1110.28,US Dollar,1110.28,US Dollar,Cheque,0
4187,802ADEB70,133539,8159D2C30,741.44,US Dollar,741.44,US Dollar,Credit Card,0
22086,8035C1700,234039,815B04D50,317.52,US Dollar,317.52,US Dollar,Cheque,0
22086,8035C1700,234039,815B04D50,143.84,US Dollar,143.84,US Dollar,Credit Card,0
70,10042B660,8814,815CB75E0,111149856.7,US Dollar,111149856.7,US Dollar,Cheque,0
70,10042B660,8814,815CB75E0,2567.23,US Dollar,2567.23,US Dollar,Credit Card,0
70,10042B660,8814,815CB75E0,100635072.9,US Dollar,100635072.9,US Dollar,Cash,0
34117,80CADCC10,31653,815D12A50,70390.61,US Dollar,70390.61,US Dollar,Cheque,0
34117,80CADCC10,31653,815D12A50,3075.67,US Dollar,3075.67,US Dollar,Credit Card,0
34117,80CADCC10,31653,815D12A50,97405.69,US Dollar,97405.69,US Dollar,Cash,0
34117,80CADCC10,31653,815D12A50,2383.84,US Dollar,2383.84,US Dollar,ACH,0
34117,80CADCC10,31653,815D12A50,14952.53,US Dollar,14952.53,US Dollar,Wire,0
41215,810D39070,124049,815E65CF0,202.37,US Dollar,202.37,US Dollar,Cheque,0
41215,810D39070,124049,815E65CF0,64.09,US Dollar,64.09,US Dollar,ACH,0
12592,80554A640,214342,81601B2F0,9721.36,US Dollar,9721.36,US Dollar,Cheque,0
12592,80554A640,214342,81601B2F0,5229.94,US Dollar,5229.94,US Dollar,Credit Card,0
70,10042B660,212730,81601C970,3447.61,US Dollar,3447.61,US Dollar,Cheque,0
70,10042B660,212730,81601C970,13646.08,US Dollar,13646.08,US Dollar,Credit Card,0
18270,80B404C80,21260,816026C50,14603.21,US Dollar,14603.21,US Dollar,Cheque,0
18270,80B404C80,21260,816026C50,10405.3,US Dollar,10405.3,US Dollar,Credit Card,0
18270,80B404C80,21260,816026C50,58924.92,US Dollar,58924.92,US Dollar,Cash,0
216093,80F240F10,49308,8160F3420,43292.54,US Dollar,43292.54,US Dollar,Cheque,0
